"No","FXY","ElementName_en","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en","Status"
4474.00,"033025","ACARS interpolated values indicator","1","Time reported, latitude and longitude interpolated",,,,"Operational"
4475.00,"033025","ACARS interpolated values indicator","2","Time, latitude, and longitude interpolated",,,,"Operational"
4476.00,"033025","ACARS interpolated values indicator","3","Time, latitude, and longitude reported",,,,"Operational"
4477.00,"033025","ACARS interpolated values indicator","4-6","Reserved",,,,"Operational"
4478.00,"033025","ACARS interpolated values indicator","7","Missing value",,,,"Operational"
4479.00,"033026","Moisture quality","0","Normal operations - measurement mode",,,,"Operational"
4480.00,"033026","Moisture quality","1","Normal operations - non-measurement mode",,,,"Operational"
4481.00,"033026","Moisture quality","2","Small RH",,,,"Operational"
4482.00,"033026","Moisture quality","3","Humidity element is wet",,,,"Operational"
4483.00,"033026","Moisture quality","4","Humidity element contaminated",,,,"Operational"
4484.00,"033026","Moisture quality","5","Heater fail",,,,"Operational"
4485.00,"033026","Moisture quality","6","Heater fail and wet/contaminated humidity element",,,,"Operational"
4486.00,"033026","Moisture quality","7","At least one of the input parameters used in the calculation of mixing ratio is invalid",,,,"Operational"
4487.00,"033026","Moisture quality","8","Numeric error",,,,"Operational"
4488.00,"033026","Moisture quality","9","Sensor not installed",,,,"Operational"
4489.00,"033026","Moisture quality","10","Calculated RH > 100%",,,,"Operational"
4490.00,"033026","Moisture quality","11","Input laser power too low",,,,"Operational"
4491.00,"033026","Moisture quality","12","Probe WV temperature out of range",,,,"Operational"
4492.00,"033026","Moisture quality","13","Probe WV pressure out of range",,,,"Operational"
4493.00,"033026","Moisture quality","14","Spectral line out of range",,,,"Operational"
4494.00,"033026","Moisture quality","15","No laser output",,,,"Operational"
4495.00,"033026","Moisture quality","16-62","Reserved",,,,"Operational"
4496.00,"033026","Moisture quality","63","Missing value",,,,"Operational"
4497.00,"033027","Location quality class (range of radius of 66 % confidence)","0","Radius >= 1500 m",,,,"Operational"
4498.00,"033027","Location quality class (range of radius of 66 % confidence)","1","500 m =< Radius <1500 m",,,,"Operational"
4499.00,"033027","Location quality class (range of radius of 66 % confidence)","2","250 m =< Radius < 500 m",,,,"Operational"
4500.00,"033027","Location quality class (range of radius of 66 % confidence)","3","Radius < 250 m",,,,"Operational"
4501.00,"033027","Location quality class (range of radius of 66 % confidence)","4","<= 100 m",,,,"Operational"
4502.00,"033027","Location quality class (range of radius of 66 % confidence)","5-6","Reserved",,,,"Operational"
4503.00,"033027","Location quality class (range of radius of 66 % confidence)","7","Missing value",,,,"Operational"
4504.00,"033028","Snapshot overall quality","1","Nominal",,,,"Operational"
4505.00,"033028","Snapshot overall quality","2","Degraded by SW error; any error reported by the algorithms",,,,"Operational"
4506.00,"033028","Snapshot overall quality","3","Degraded by instrument error",,,,"Operational"
4507.00,"033028","Snapshot overall quality","4","Degraded by corrupted /missing ADF",,,,"Operational"
4508.00,"033028","Snapshot overall quality","5-6","Reserved",,,,"Operational"
4509.00,"033028","Snapshot overall quality","7","Missing value",,,,"Operational"
4510.00,"033030","Scan line status flags for ATOVS","1","Do not use scan for product generation",,,,"Operational"
4511.00,"033030","Scan line status flags for ATOVS","2","Time sequence error detected with this scan",,,,"Operational"
4512.00,"033030","Scan line status flags for ATOVS","3","Data gap precedes this scan",,,,"Operational"
4513.00,"033030","Scan line status flags for ATOVS","4","No calibration",,,,"Operational"
4514.00,"033030","Scan line status flags for ATOVS","5","No Earth location",,,,"Operational"
4515.00,"033030","Scan line status flags for ATOVS","6","First good time following a clock update",,,,"Operational"
4516.00,"033030","Scan line status flags for ATOVS","7","Instrument status changed with this scan",,,,"Operational"
4517.00,"033030","Scan line status flags for ATOVS","8-23","Reserved",,,,"Operational"
4518.00,"033030","Scan line status flags for ATOVS","All 24","Missing value",,,,"Operational"
4519.00,"033031","Scan line quality flags for ATOVS","1","Time field is bad but can probably be inferred from the previous good time",,,,"Operational"
4520.00,"033031","Scan line quality flags for ATOVS","2","Time field is bad and cannot be inferred from the previous good time",,,,"Operational"
4521.00,"033031","Scan line quality flags for ATOVS","3","This record starts a sequence that is inconsistent with previous times (i.e. there is a time discontinuity). This may or may not be associated with a spacecraft clock update (see scan line status flags for ATOVS)",,,,"Operational"
4522.00,"033031","Scan line quality flags for ATOVS","4","Start of a sequence that apparently repeats scan times that have been previously accepted",,,,"Operational"
4523.00,"033031","Scan line quality flags for ATOVS","5","Scan line was not calibrated because of bad time",,,,"Operational"
4524.00,"033031","Scan line quality flags for ATOVS","6","Scan line was calibrated using fewer than the preferred number of scan lines because of proximity to start or end of data or to a data gap",,,,"Operational"
4525.00,"033031","Scan line quality flags for ATOVS","7","Scan line was not calibrated because of bad or insufficient PRT data",,,,"Operational"
4526.00,"033031","Scan line quality flags for ATOVS","8","Scan line was calibrated but with marginal PRT data",,,,"Operational"
4527.00,"033031","Scan line quality flags for ATOVS","9","Some uncalibrated channels on this scan",,,,"Operational"
4528.00,"033031","Scan line quality flags for ATOVS","10","Uncalibrated due to instrument mode",,,,"Operational"
4529.00,"033031","Scan line quality flags for ATOVS","11","Questionable calibration because of antenna position error of space view",,,,"Operational"
4530.00,"033031","Scan line quality flags for ATOVS","12","Questionable calibration because of antenna position error of black body",,,,"Operational"
4531.00,"033031","Scan line quality flags for ATOVS","13","Not Earth located because of bad time",,,,"Operational"
4532.00,"033031","Scan line quality flags for ATOVS","14","Earth location questionable because of questionable time code (see time problem code bits)",,,,"Operational"
4533.00,"033031","Scan line quality flags for ATOVS","15","Earth location questionable - only marginal agreement with reasonableness check",,,,"Operational"
4534.00,"033031","Scan line quality flags for ATOVS","16","Earth location questionable - fails reasonableness check",,,,"Operational"
4535.00,"033031","Scan line quality flags for ATOVS","17","Earth location questionable because of antenna position check",,,,"Operational"
4536.00,"033031","Scan line quality flags for ATOVS","18","Scan line calibration cold black body",,,,"Operational"
4537.00,"033031","Scan line quality flags for ATOVS","19","Scan line calibration warm black body",,,,"Operational"
4538.00,"033031","Scan line quality flags for ATOVS","20","Scan line calibration space view",,,,"Operational"
4539.00,"033031","Scan line quality flags for ATOVS","21","Earth view",,,,"Operational"
4540.00,"033031","Scan line quality flags for ATOVS","22-23","Reserved",,,,"Operational"
4541.00,"033031","Scan line quality flags for ATOVS","All 24","Missing value",,,,"Operational"
4542.00,"033032","Channel quality flags for ATOVS","1","No good blackbody counts for scan line",,,,"Operational"
4543.00,"033032","Channel quality flags for ATOVS","2","No good space view counts for this line",,,,"Operational"
4544.00,"033032","Channel quality flags for ATOVS","3","No good PRTs for this line",,,,"Operational"
4545.00,"033032","Channel quality flags for ATOVS","4","Some bad blackbody view counts for this line",,,,"Operational"
4546.00,"033032","Channel quality flags for ATOVS","5","Some bad space view counts for this line",,,,"Operational"
4547.00,"033032","Channel quality flags for ATOVS","6","Some bad PRT temps on this line",,,,"Operational"
4548.00,"033032","Channel quality flags for ATOVS","7","Quality for this scan is reduced",,,,"Operational"
4549.00,"033032","Channel quality flags for ATOVS","8-23","Reserved (bits set to zero)",,,,"Operational"
4550.00,"033032","Channel quality flags for ATOVS","All 24","Missing value",,,,"Operational"
4551.00,"033033","Field of view quality flags for ATOVS","1","Set if secondary calibration used",,,,"Operational"
4552.00,"033033","Field of view quality flags for ATOVS","2-21","Bit n set to 1 if brightness temperature in channel n-1 is physically unreasonable or has not been calculated due to calibration problems",,,,"Operational"
4553.00,"033033","Field of view quality flags for ATOVS","22","Set if all the channels are missing",,,,"Operational"
4554.00,"033033","Field of view quality flags for ATOVS","23","Suspect",,,,"Operational"
4555.00,"033033","Field of view quality flags for ATOVS","All 24","Missing value",,,,"Operational"
4556.00,"033035","Manual/automatic quality control","0","Automatic quality control passed and not manually checked",,,,"Operational"
4557.00,"033035","Manual/automatic quality control","1","Automatic quality control passed and manually checked and passed",,,,"Operational"
4558.00,"033035","Manual/automatic quality control","2","Automatic quality control passed and manually checked and deleted",,,,"Operational"
4559.00,"033035","Manual/automatic quality control","3","Automatic quality control failed and manually not checked",,,,"Operational"
4560.00,"033035","Manual/automatic quality control","4","Automatic quality control failed and manually checked and failed",,,,"Operational"
4561.00,"033035","Manual/automatic quality control","5","Automatic quality control failed and manually checked and re-inserted",,,,"Operational"
4562.00,"033035","Manual/automatic quality control","6","Automatic quality control flagged data as questionable and not manually checked",,,,"Operational"
4563.00,"033035","Manual/automatic quality control","7","Automatic quality control flagged data as questionable and manually checked and failed",,,,"Operational"
4564.00,"033035","Manual/automatic quality control","8","Manually checked and failed",,,,"Operational"
4565.00,"033035","Manual/automatic quality control","9-14","Reserved",,,,"Operational"
4566.00,"033035","Manual/automatic quality control","15","Missing value",,,,"Operational"
4567.00,"033037","Wind correlation error","1","u departure from guess",,,,"Operational"
4568.00,"033037","Wind correlation error","2","v departure from guess",,,,"Operational"
4569.00,"033037","Wind correlation error","3","u and v departure from guess",,,,"Operational"
4570.00,"033037","Wind correlation error","4","u acceleration",,,,"Operational"
4571.00,"033037","Wind correlation error","5","v acceleration",,,,"Operational"
4572.00,"033037","Wind correlation error","6","u and v acceleration",,,,"Operational"
4573.00,"033037","Wind correlation error","7","Possible land feature",,,,"Operational"
4574.00,"033037","Wind correlation error","8","u acceleration and possible land feature",,,,"Operational"
4575.00,"033037","Wind correlation error","9","v acceleration and possible land feature",,,,"Operational"
4576.00,"033037","Wind correlation error","10","u and v acceleration and possible land feature",,,,"Operational"
4577.00,"033037","Wind correlation error","11","Bad wind guess",,,,"Operational"
4578.00,"033037","Wind correlation error","12","Correlation failure",,,,"Operational"
4579.00,"033037","Wind correlation error","13","Search box off edge of area",,,,"Operational"
4580.00,"033037","Wind correlation error","14","Target box off edge of area",,,,"Operational"
4581.00,"033037","Wind correlation error","15","Pixel brightness out of bounds (noisy line)",,,,"Operational"
4582.00,"033037","Wind correlation error","16","Target outside of latitude/longitude box",,,,"Operational"
4583.00,"033037","Wind correlation error","17","Target outside of pressure minimum/maximum",,,,"Operational"
4584.00,"033037","Wind correlation error","18","Autoeditor flagged slow vector",,,,"Operational"
4585.00,"033037","Wind correlation error","19","Autoeditor flagged vectors",,,,"Operational"
4586.00,"033037","Wind correlation error","All 20","Missing value",,,,"Operational"
4587.00,"033038","Quality flags for ground-based GNSS data","1","Total zenith delay quality is considered poor",,,,"Operational"
4588.00,"033038","Quality flags for ground-based GNSS data","2","GALILEO satellites used",,,,"Operational"
4589.00,"033038","Quality flags for ground-based GNSS data","3","GLONASS satellites used",,,,"Operational"
4590.00,"033038","Quality flags for ground-based GNSS data","4","GPS satellites used",,,,"Operational"
4591.00,"033038","Quality flags for ground-based GNSS data","5","Meteorological data applied",,,,"Operational"
4592.00,"033038","Quality flags for ground-based GNSS data","6","Atmospheric loading correction applied",,,,"Operational"
4593.00,"033038","Quality flags for ground-based GNSS data","7","Ocean tide loading applied",,,,"Operational"
4594.00,"033038","Quality flags for ground-based GNSS data","8","Climate quality data processing",,,,"Operational"
4595.00,"033038","Quality flags for ground-based GNSS data","9","Near-real time data processing",,,,"Operational"
4596.00,"033038","Quality flags for ground-based GNSS data","All 10","Missing value",,,,"Operational"
4597.00,"033039","Quality flags for radio occultation data","1","Non-nominal quality",,,,"Operational"
4598.00,"033039","Quality flags for radio occultation data","2","Offline product",,,,"Operational"
4599.00,"033039","Quality flags for radio occultation data","3","Ascending occultation flag",,,,"Operational"
4600.00,"033039","Quality flags for radio occultation data","4","Excess phase processing non-nominal",,,,"Operational"
4601.00,"033039","Quality flags for radio occultation data","5","Bending angle processing non-nominal",,,,"Operational"
4602.00,"033039","Quality flags for radio occultation data","6","Refractivity processing non-nominal",,,,"Operational"
4603.00,"033039","Quality flags for radio occultation data","7","Meteorological processing non-nominal",,,,"Operational"
4604.00,"033039","Quality flags for radio occultation data","8-13","Reserved",,,,"Operational"
4605.00,"033039","Quality flags for radio occultation data","14","Background profile non-nominal",,,,"Operational"
4606.00,"033039","Quality flags for radio occultation data","15","Background (i.e. not retrieved) profile present",,,,"Operational"
4607.00,"033039","Quality flags for radio occultation data","All 16","Missing value",,,,"Operational"
4608.00,"033041","Attribute of following value","0","The following value is the true value",,,,"Operational"
4609.00,"033041","Attribute of following value","1","The following value is higher than the true value (the measurement hit the lower limit of the instrument)",,,,"Operational"
4610.00,"033041","Attribute of following value","2","The following value is lower than the true value (the measurement hit the higher limit of the instrument)",,,,"Operational"
4611.00,"033041","Attribute of following value","3","Missing value",,,,"Operational"
4612.00,"033042","Type of limit represented by following value","0","Exclusive lower limit (>)",,,,"Operational"
4613.00,"033042","Type of limit represented by following value","1","Inclusive lower limit (>=)",,,,"Operational"
4614.00,"033042","Type of limit represented by following value","2","Exclusive upper limit (<)",,,,"Operational"
4615.00,"033042","Type of limit represented by following value","3","Inclusive upper limit (=<)",,,,"Operational"
4616.00,"033042","Type of limit represented by following value","4-6","Reserved",,,,"Operational"
4617.00,"033042","Type of limit represented by following value","7","Missing value",,,,"Operational"
4618.00,"033043","AST confidence","1","Sea MDS.  Nadir only SST retrieval used 3.7 micron channel.  Land MDS reserved",,,,"Operational"
4619.00,"033043","AST confidence","2","Sea MDS.  Dual view SST retrieval used 3.7 micron channel.  Land MDS reserved",,,,"Operational"
4620.00,"033043","AST confidence","3","Nadir view contains day time data",,,,"Operational"
4621.00,"033043","AST confidence","4","Forward view contains day time data",,,,"Operational"
4622.00,"033043","AST confidence","5-7","Reserved",,,,"Operational"
4623.00,"033043","AST confidence","All 8","Missing value",,,,"Operational"
4624.00,"033044","ASAR quality information","1","Input data mean outside nominal range flag",,,,"Operational"
4625.00,"033044","ASAR quality information","2","Input data standard deviation outside nominal range flag",,,,"Operational"
4626.00,"033044","ASAR quality information","3","Number of input data gaps > threshold value",,,,"Operational"
4627.00,"033044","ASAR quality information","4","Percentage of missing lines > threshold value",,,,"Operational"
4628.00,"033044","ASAR quality information","5","Doppler centroid uncertain. Confidence measure < specific value",,,,"Operational"
4629.00,"033044","ASAR quality information","6","Doppler ambiguity estimate uncertain. Confidence measure < specific value",,,,"Operational"
4630.00,"033044","ASAR quality information","7","Output data mean outside nominal range flag",,,,"Operational"
4631.00,"033044","ASAR quality information","8","Output data standard deviation outside nominal range flag",,,,"Operational"
4632.00,"033044","ASAR quality information","9","Chirp reconstruction failed or is of low quality flag",,,,"Operational"
4633.00,"033044","ASAR quality information","10","Data set missing",,,,"Operational"
4634.00,"033044","ASAR quality information","11","Invalid downlink parameters",,,,"Operational"
4635.00,"033044","ASAR quality information","12","Azimuth cut-off iteration count. The azimuth cut-off fit did not converge within a minimum number of iterations",,,,"Operational"
4636.00,"033044","ASAR quality information","13","Azimuth cut-off fit did not converge within a minimum number of iterations",,,,"Operational"
4637.00,"033044","ASAR quality information","14","Phase information confidence measure. The imaginary spectral peak is less than a minimum threshold, or the zero lag shift is greater than a minimum threshold",,,,"Operational"
4638.00,"033044","ASAR quality information","All 15","Missing value",,,,"Operational"
4639.00,"033047","Measurement confidence data","1","Error detected and attempts to recover made",,,,"Operational"
4640.00,"033047","Measurement confidence data","2","Anomaly in on-board data handling (OBDH) value detected",,,,"Operational"
4641.00,"033047","Measurement confidence data","3","Anomaly in ultra stable oscillator processing (USOP) value detected",,,,"Operational"
4642.00,"033047","Measurement confidence data","4","Errors detected by on-board computer",,,,"Operational"
4643.00,"033047","Measurement confidence data","5","Automatic gain control (AGC) out of range",,,,"Operational"
4644.00,"033047","Measurement confidence data","6","Reception (Rx) delay fault.  Rx distance out of range",,,,"Operational"
4645.00,"033047","Measurement confidence data","7","Wave form samples fault identifier. Error",,,,"Operational"
4646.00,"033047","Measurement confidence data","8","S band anomaly/error detected",,,,"Operational"
4647.00,"033047","Measurement confidence data","9-11","Reserved",,,,"Operational"
4648.00,"033047","Measurement confidence data","12","Brightness temperature (channel 1) out of range",,,,"Operational"
4649.00,"033047","Measurement confidence data","13","Brightness temperature (channel 2) out of range",,,,"Operational"
4650.00,"033047","Measurement confidence data","14","Reserved",,,,"Operational"
4651.00,"033047","Measurement confidence data","15","Ku band ocean retracking error",,,,"Operational"
4652.00,"033047","Measurement confidence data","16","S band ocean retracking error",,,,"Operational"
4653.00,"033047","Measurement confidence data","17","Ku band ice 1 retracking error",,,,"Operational"
4654.00,"033047","Measurement confidence data","18","S band ice 1 retracking error",,,,"Operational"
4655.00,"033047","Measurement confidence data","19","Ku band ice 2 retracking error",,,,"Operational"
4656.00,"033047","Measurement confidence data","20","S band ice 2 retracking error",,,,"Operational"
4657.00,"033047","Measurement confidence data","21","Ku band sea ice retracking error",,,,"Operational"
4658.00,"033047","Measurement confidence data","22","Arithmetic fault error",,,,"Operational"
4659.00,"033047","Measurement confidence data","23","Meteo data state. No map",,,,"Operational"
4660.00,"033047","Measurement confidence data","24","Meteo data state. 1 map",,,,"Operational"
4661.00,"033047","Measurement confidence data","25","Meteo data state. 2 maps degraded",,,,"Operational"
4662.00,"033047","Measurement confidence data","26","Meteo data state. 2 maps nominal",,,,"Operational"
4663.00,"033047","Measurement confidence data","27","Orbit propagator status for propagation mode, several errors",,,,"Operational"
4664.00,"033047","Measurement confidence data","28","Orbit propagator status for propagation mode, warning detected",,,,"Operational"
4665.00,"033047","Measurement confidence data","29","Orbit propagator status for initialization mode, several errors",,,,"Operational"
4666.00,"033047","Measurement confidence data","30","Orbit propagator status for initialization mode, warning detected",,,,"Operational"
4667.00,"033047","Measurement confidence data","All 31","Missing value",,,,"Operational"
4668.00,"033048","Confidence measure of SAR inversion","0","Inversion successful",,,,"Operational"
4669.00,"033048","Confidence measure of SAR inversion","1","Inversion not successful",,,,"Operational"
4670.00,"033048","Confidence measure of SAR inversion","2","Reserved",,,,"Operational"
4671.00,"033048","Confidence measure of SAR inversion","3","Missing value",,,,"Operational"
4672.00,"033049","Confidence measure of wind retrieval","0","External wind direction used during inversion",,,,"Operational"
4673.00,"033049","Confidence measure of wind retrieval","1","External wind direction not used during inversion",,,,"Operational"
4674.00,"033049","Confidence measure of wind retrieval","2","Reserved",,,,"Operational"
4675.00,"033049","Confidence measure of wind retrieval","3","Missing value",,,,"Operational"
4676.00,"033050","Global GTSPP quality flag","0","Unqualified",,,,"Operational"
4677.00,"033050","Global GTSPP quality flag","1","Correct value (all checks passed)",,,,"Operational"
4678.00,"033050","Global GTSPP quality flag","2","Probably good but value inconsistent with statistics (differ from climatology)",,,,"Operational"
4679.00,"033050","Global GTSPP quality flag","3","Probably bad (spike, gradient, etc., if other tests passed)",,,,"Operational"
4680.00,"033050","Global GTSPP quality flag","4","Bad value, impossible value (out of scale, vertical instability, constant profile)",,,,"Operational"
4681.00,"033050","Global GTSPP quality flag","5","Value modified during quality control",,,,"Operational"
4682.00,"033050","Global GTSPP quality flag","6-7","Reserved",,,,"Operational"
4683.00,"033050","Global GTSPP quality flag","8","Interpolated value",,,,"Operational"
4684.00,"033050","Global GTSPP quality flag","9","Good for operational use; Caution; check literature for other uses",,,,"Operational"
4685.00,"033050","Global GTSPP quality flag","10-14","Reserved",,,,"Operational"
4686.00,"033050","Global GTSPP quality flag","15","Missing value",,,,"Operational"
4687.00,"033052","S band ocean retracking quality","1-20","First 20 least significant bits correspond to the 20 values (one per data block containing: 0 = valid measurement, 1 = invalid).  Bit 1 applies to the 20th data block",,,,"Operational"
4688.00,"033052","S band ocean retracking quality","All 21","Missing value",,,,"Operational"
4689.00,"033053","Ku band ocean retracking quality","1-20","First 20 least significant bits correspond to the 20 values (one per data block containing: 0 = valid measurement, 1=invalid). Bit 1 applies to the 20th data block",,,,"Operational"
4690.00,"033053","Ku band ocean retracking quality","All 21","Missing value",,,,"Operational"
4691.00,"033060","GqisFlagQual - individual IASI-System quality flag","0","Good",,,,"Operational"
4692.00,"033060","GqisFlagQual - individual IASI-System quality flag","1","Bad",,,,"Operational"
4693.00,"033060","GqisFlagQual - individual IASI-System quality flag","2","Reserved",,,,"Operational"
4694.00,"033060","GqisFlagQual - individual IASI-System quality flag","3","Missing value",,,,"Operational"
4695.00,"033070","Total ozone quality","0","Good retrieval",,,,"Operational"
4696.00,"033070","Total ozone quality","1","Bad aerosol information flag or NOAA-16 radiance anomaly",,,,"Operational"
4697.00,"033070","Total ozone quality","2","Solar zenith angle greater than 84 degrees",,,,"Operational"
4698.00,"033070","Total ozone quality","3","380 nm residue greater than limit",,,,"Operational"
4699.00,"033070","Total ozone quality","4","Ozone inconsistency",,,,"Operational"
4700.00,"033070","Total ozone quality","5","Difference between profile ozone and step 3 total ozone exceeds threshold (set to 25 DU)",,,,"Operational"
4701.00,"033070","Total ozone quality","6","Step 1 ozone iteration did not converge",,,,"Operational"
4702.00,"033070","Total ozone quality","7","Any channel residue greater than 16 or bad radiance",,,,"Operational"
4703.00,"033070","Total ozone quality","8","Insufficient pixels - not processed",,,,"Operational"
4704.00,"033070","Total ozone quality","9","First guess good - ozone forecast data used",,,,"Operational"
4705.00,"033070","Total ozone quality","10","High cloud in pixel - not processed",,,,"Operational"
4706.00,"033070","Total ozone quality","11","Successful ozone retrieval",,,,"Operational"
4707.00,"033070","Total ozone quality","12","Unsuccessful ozone retrieval",,,,"Operational"
4708.00,"033070","Total ozone quality","13-14","Reserved",,,,"Operational"
4709.00,"033070","Total ozone quality","15","Missing value",,,,"Operational"
4710.00,"033071","Profile ozone quality","0","Good retrieval",,,,"Operational"
4711.00,"033071","Profile ozone quality","1","Solar zenith angle greater than 84 degrees",,,,"Operational"
4712.00,"033071","Profile ozone quality","2","Difference between step 3 and profile total ozone greater than limit (25 DU)",,,,"Operational"
4713.00,"033071","Profile ozone quality","3","Average final residue for wavelengths used in retrieval greater than threshold",,,,"Operational"
4714.00,"033071","Profile ozone quality","4","Final residue greater than 3 times a priori error",,,,"Operational"
4715.00,"033071","Profile ozone quality","5","Difference between retrieved and a priori greater than 3 times a priori error",,,,"Operational"
4716.00,"033071","Profile ozone quality","6","Non-convergent solution",,,,"Operational"
4717.00,"033071","Profile ozone quality","7","Upper level profile anomaly or stray light anomaly",,,,"Operational"
4718.00,"033071","Profile ozone quality","8","Initial residue greater than 18.0 N-value units",,,,"Operational"
4719.00,"033071","Profile ozone quality","9-14","Reserved",,,,"Operational"
4720.00,"033071","Profile ozone quality","15","Missing value",,,,"Operational"
4721.00,"033072","Ozone error","0","Good retrieval",,,,"Operational"
4722.00,"033072","Ozone error","1","Reflectivity out of range",,,,"Operational"
4723.00,"033072","Ozone error","2","Larger pixels (Number of cross-track pixels less than 32) or backward scans error",,,,"Operational"
4724.00,"033072","Ozone error","3","Solar zenith angle greater than 88 degrees",,,,"Operational"
4725.00,"033072","Ozone error","4","Latitude/longitude out of range",,,,"Operational"
4726.00,"033072","Ozone error","5","Viewing zenith angle or solar zenith angle out of range",,,,"Operational"
4727.00,"033072","Ozone error","6","Step-one process failed in general",,,,"Operational"
4728.00,"033072","Ozone error","7","First guess ozone out of range",,,,"Operational"
4729.00,"033072","Ozone error","8","Too many iterations (exceed 8)",,,,"Operational"
4730.00,"033072","Ozone error","9","Step-one residue calculation failed",,,,"Operational"
4731.00,"033072","Ozone error","10","Step-two process failed in general",,,,"Operational"
4732.00,"033072","Ozone error","11","First guess ozone profile out of range",,,,"Operational"
4733.00,"033072","Ozone error","12","Step-two ozone value out of range",,,,"Operational"
4734.00,"033072","Ozone error","13","Step-two residue calculation failed",,,,"Operational"
4735.00,"033072","Ozone error","14","Step-three process failed in general",,,,"Operational"
4736.00,"033072","Ozone error","15","Polarization correction accuracy alert",,,,"Operational"
4737.00,"033072","Ozone error","16","Radiance or irradiance less or equal to zero",,,,"Operational"
4738.00,"033072","Ozone error","17-30","Reserved",,,,"Operational"
4739.00,"033072","Ozone error","31","Missing value",,,,"Operational"
4740.00,"033075","Scan-level quality flags","1","Gap in Raw Data Record (RDR) data detected (i.e., missing scan(s) preceding the current scan)",,,,"Operational"
4741.00,"033075","Scan-level quality flags","2","Recorded time is not in sequence (i.e., the scan start time is out of sequence)",,,,"Operational"
4742.00,"033075","Scan-level quality flags","3","Lambda monitored calculation cannot be updated",,,"(see Note 1)","Operational"
4743.00,"033075","Scan-level quality flags","4","The measured temperatures of any instrument components (e.g., beam-splitter, scan mirror, scan baffle) are outside the allowable ranges",,,"(see Note 2)","Operational"
4744.00,"033075","Scan-level quality flags","5","At least one of the monitored instrument temperatures has drifted more than a specified tolerance value",,,,"Operational"
4745.00,"033075","Scan-level quality flags","6-12","Reserved",,,,"Operational"
4746.00,"033075","Scan-level quality flags","All 13","Missing value",,,,"Operational"
4747.00,"033076","Calibration quality flags","1","Lunar intrusion on first deep space view",,,"(see Note)","Operational"
4748.00,"033076","Calibration quality flags","2","Lunar intrusion on second deep space view",,,"(see Note)","Operational"
4749.00,"033076","Calibration quality flags","3-8","Reserved",,,,"Operational"
4750.00,"033076","Calibration quality flags","All 9","Missing value",,,,"Operational"
4751.00,"033077","Field-of-view quality flags","1","Degraded SDR* quality",,,,"Operational"
4752.00,"033077","Field-of-view quality flags","2","Invalid SDR* quality",,,"(see Note 1)","Operational"
4753.00,"033077","Field-of-view quality flags","3","Invalid SDR* geolocation information",,,,"Operational"
4754.00,"033077","Field-of-view quality flags","4","Degraded radiometric calibration",,,,"Operational"
4755.00,"033077","Field-of-view quality flags","5","Invalid radiometric calibration",,,"(see Note 2)","Operational"
4756.00,"033077","Field-of-view quality flags","6","Degraded spectral calibration",,,,"Operational"
4757.00,"033077","Field-of-view quality flags","7","Invalid spectral calibration",,,"(see Note 3)","Operational"
4758.00,"033077","Field-of-view quality flags","8","Fringe count error detected and corrected",,,"(see Note 4)","Operational"
4759.00,"033077","Field-of-view quality flags","9","Day/night indicator",,,"(see Note 5)","Operational"
4760.00,"033077","Field-of-view quality flags","10","Invalid RDR** data",,,"(see Note 6)","Operational"
4761.00,"033077","Field-of-view quality flags","11","Significant fringe count error detected",,,"(see Note 7)","Operational"
4762.00,"033077","Field-of-view quality flags","12","Bit trim failed",,,,"Operational"
4763.00,"033077","Field-of-view quality flags","13-18","Reserved",,,,"Operational"
4764.00,"033077","Field-of-view quality flags","All 19","Missing value",,,,"Operational"
4765.00,"033078","Geolocation quality","0","Nominal - altitude and ephemeris data available",,,,"Operational"
4766.00,"033078","Geolocation quality","1","Missing at most a small gap of altitude and ephemeris data",,,,"Operational"
4767.00,"033078","Geolocation quality","2","Missing more than a small gap of altitude and ephemeris data, but no more than a granule boundary",,,,"Operational"
4768.00,"033078","Geolocation quality","3","Missing more than a granule boundary of altitude and ephemeris data",,,,"Operational"
4769.00,"033078","Geolocation quality","4-14","Reserved",,,,"Operational"
4770.00,"033078","Geolocation quality","15","Missing value",,,,"Operational"
4771.00,"033079","Granule level quality flags","1-5","Reserved",,,,"Operational"
4772.00,"033079","Granule level quality flags","6","The No. 1-No. 7 health checks failed",,,,"Operational"
4773.00,"033079","Granule level quality flags","7","The No. 8-No. 15 health checks failed",,,,"Operational"
4774.00,"033079","Granule level quality flags","8","The No. 16-No. 23 health checks failed",,,,"Operational"
4775.00,"033079","Granule level quality flags","9","The No. 24-No. 31 health checks failed",,,,"Operational"
4776.00,"033079","Granule level quality flags","10","The No. 32-No. 39 health checks failed",,,,"Operational"
4777.00,"033079","Granule level quality flags","11","The No. 40-No. 47 health checks failed",,,,"Operational"
4778.00,"033079","Granule level quality flags","12","The No. 48-No. 55 health checks failed",,,,"Operational"
4779.00,"033079","Granule level quality flags","13","The No. 56-No. 63 health checks failed",,,,"Operational"
4780.00,"033079","Granule level quality flags","14","The No. 64-No. 70 health checks failed",,,,"Operational"
4781.00,"033079","Granule level quality flags","15","Quadratic correction applied to the radiometric transfer function for non-linearity correction",,,,"Operational"
4782.00,"033079","Granule level quality flags","All 16","Missing value",,,,"Operational"
4783.00,"033080","Scan level quality flags","1-6","Reserved",,,,"Operational"
