Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,1023,Observation sequence number,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,108000,Delayed replication of 8 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7031,Height of barometer above mean sea level,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,10004,Pressure,Measured value of the air pressure at the sensor location and sensor height,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,10051,Pressure reduced to mean sea level,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7004,Pressure,Standard level,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,10009,Geopotential height,Standard level,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,115000,Delayed replication of 15 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31001,Delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,8010,Surface qualifier (temperature data),,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,12101,Temperature/air-temperature,Scale: 2,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,12103,Dewpoint temperature,Scale: 2,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,202129,Change scale,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,201132,Change data width,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,13003,Relative humidity,"Mandatory to report (presuming a humidity sensor is installed), data width 11 bits",,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,201000,Change data width,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,202000,Change scale,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,13009,Relative humidity,Original measured value,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,8010,Surface qualifier (temperature data),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,107000,Delayed replication of 7 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31001,Delayed descriptor replication factor ,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7061,Depth below land surface,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,12130,Soil temperature,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,13111,Soil moisture,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7061,Depth below land surface,Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,105000,Delayed replication of 5 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,33041,Attribute of following value,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,20001,Horizontal visibility,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,113000,Delayed replication of 13 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,20010,Cloud cover (total),,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,107000,Delayed replication of 7 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31001,Delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,8002,Vertical significance (surface observations),,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,20011,Cloud amount,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,20013,Height of base of cloud,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,8002,Vertical significance (surface observations),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,105000,Delayed replication of 5 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,20062,State of ground (with or without snow),,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,13013,Total snow depth,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,105000,Delayed replication of 5 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,4025,Time period or displacement,= -n minutes,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,20003,Present weather,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,105000,Delayed replication of 5 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,4025,Time period or displacement,= -n minutes,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,13011,Total precipitation/total water equivalent,Snow,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,115000,Delayed replication of 15 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31001,Delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,8021,Time significance,= 2 Time averaged,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,4025,Time period or displacement,"= -10 minutes, or number of minutes after a significant change of wind",,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,11001,Wind direction,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,11002,Wind speed,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,8021,Time significance,Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,11043,Maximum wind gust direction,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,11041,Maximum wind gust speed,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,7032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,105000,Delayed replication of 5 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,4025,Time period or displacement,= -n minutes (default n = 10),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14031,Total sunshine,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,110000,Delayed replication of 10 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,Open or close (1/0),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,4025,Time period or displacement,= -n minutes (default n = 10),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14002,"Long-wave radiation, integrated over period specified","Upward long-wave radiation | according to BUFR Table B, under Class 14, Note 2: negative values",,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14002,"Long-wave radiation, integrated over period specified","Downward long-wave radiation | according to BUFR Table B, under Class 14, Note 1: positive values",,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14004,"Short-wave radiation, integrated over period specified ","Upward short-wave radiation | according to BUFR Table B, under Class 14, Note 2: negative values",,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14028,"Global solar radiation (high accuracy), integrated over period specified",,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14029,"Diffuse solar radiation (high accuracy), integrated over period specified",,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14030,"Direct solar radiation (high accuracy), integrated over period specified",,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,113000,Delayed replication of 13 descriptors,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31000,Short delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,4025,Time period or displacement,= -n minutes (default n = 10),,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,2071,Spectrographic wavelength,UV-A: 315 nm,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,2072,Spectrographic width,UV-A: 85 nm,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14072,Global UV irradiation,"Integrated over period specified | UV-A irradiation | according to BUFR Table B under Class 14, Note 8 (ISO 21348: UV-A wave length range 315 ≤ λ ≤400 nm)",,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,2071,Spectrographic wavelength,UV-B: 280 nm,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,2072,Spectrographic width,UV-B: 35 nm,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204018,Add associated field,,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,31021,Associated field significance,Quality flag,,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,14072,Global UV irradiation ,"Integrated over period specified | UV-B irradiation | according to BUFR Table B under Class 14, Note 8 (ISO 21348 UV-B wave length range 280 ≤ λ ≤ 315 nm)",,,Operational,,
07,Surface report sequences (land),307092,(BUFR template for surface observations from n-minute period),,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301150,WIGOS identifier,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301001,Wmo block and station number,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301021,Latitude/longitude (high accuracy),,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,7030,Height of station ground above mean sea level,,(see Note 3),87,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8095,Siting and measurement quality classification for temperature,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8096,Siting and measurement quality classification for precipitation,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8094,Method used to calculate the average daily temperature ,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8028,Extended time significance  ,set as 40 Attribution Day (In LMTZ),(see note 4),,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8025,time difference qualifier ,set as 3 (LMTZ-UTC),,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,26003,(time difference in minutes),,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301011,"“Year, month, day”",Attribution Date (LMTZ),,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8028,Extended time significance,set as 42 ,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301011,"“Year, month, day”",,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301012,"“Hour,minute”",,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204008,Add associated ﬁeld,8 bits long,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,31021,Associated ﬁeld significance,set as 5,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,13013,Total snow depth,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204000,Add associated ﬁeld,(Cancel),,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8028,Extended time significance,set as 41,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301014,(Time period),,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204008,Add associated ﬁeld,8 bits long,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,31021,Associated ﬁeld significance,set as 5,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,13060,Total accumulated precipitation,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204000,Associated ﬁeld significance,(Cancel),,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301014,(Time period),,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204008,Associated ﬁeld significance,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,31021,Associated ﬁeld significance,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,13012,Depth of fresh snow,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204000,Add associated ﬁeld,(Cancel),,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,7032,Height of sensor above local ground for temperature measurement,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,106003,Replicate 6 descriptors 3 times,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,301014,(Time period),,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8023,First-order statistics, (2– maximum  3 – minimum  4 – mean) ,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204008,Add associated ﬁeld,8 bits long,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,31021,Associated ﬁeld significance,set as 5 ,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,204000,Associated ﬁeld significance,(Cancel),,,Operational,,
07,Surface report sequences (land),307095,Daily temperatures and precipitations including snow for climate report (DAYCLI),,8023,First-order statistics,(Cancel),,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,301090,"Surface station identification; time, horizontal and vertical coordinates",,,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,301089,National station identification,,,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,8010,Surface qualifier (temperature data),,,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,301091,Surface station instrumentation,,,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,302084,"""Instantaneous"" data of sequence 3 07 096",,,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,302085,"""Period"" data of sequence 3 07 096",,,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,33005,Quality information (AWS data),,,,Operational,,
07,Surface report sequences (land),307096,(Sequence for representation of SYNOP with supplementary information on one-hour observations),,33006,Internal measurement status information (AWS),,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,301089,National station identification,,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,1019,Long station or site name,,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,2001,Type of station,,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,301011,"Year, month, day",,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,301012,"Hour, minute",,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,301021,Latitude/longitude (high accuracy),,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,7030,Height of station ground above mean sea level,,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,2177,Method of snow depth measurement,,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,20062,State of the ground (with or without snow),,,,Operational,,
07,Surface report sequences (land),307101,(Snow observation),,13013,Total snow depth,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,301089,National station identification,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,1018,Short station or site name,For identification of the road weather monitoring site,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,1015,Station or site name,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,1104,State/federal state identifier,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,1105,Highway designator,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,1106,Location along highway as indicated by position markers,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,3017,Extended type of station,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,3018,Type of road,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,3019,Type of construction,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,301011,"Year, month, day",,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,301012,"Hour, minute",,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,301021,Latitude/longitude (high accuracy),,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Station identification,7030,Height of station ground above mean sea level,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),"Temperature, humidity and visibility data",7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),"Temperature, humidity and visibility data",12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),"Temperature, humidity and visibility data",12103,Dewpoint temperature,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),"Temperature, humidity and visibility data",13003,Relative humidity,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),"Temperature, humidity and visibility data",7032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),"Temperature, humidity and visibility data",20001,Horizontal visibility,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,109000,Delayed replication of 9 descriptors,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,31001,Delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,3016,Position of road sensors,,(see Note 11),17,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,12128,Road surface temperature,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,102000,Delayed replication of 2 descriptors,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,31001,Delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,7061,Depth below land surface,"= 0.30 m in the first replication, = e.g. 0.15 or 0.07 m in the second replication",,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,12129,Road subsurface temperature,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,7061,Depth below land surface,Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,13116,Water film thickness,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Road temperature and other data,20138,Road surface condition,,(see Note 12),45,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Precipitation data,4025,Time period or displacement,= -15 minutes,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Precipitation data,20024,Intensity of phenomena,"Intensity (light, moderate, heavy) of precipitation",,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Precipitation data,13055,Intensity of precipitation,,(see Note 8),74,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Precipitation data,20021,Type of precipitation,,(see Note 8),74,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Precipitation data,13011,Total precipitation/total water equivalent,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Wind data,7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Wind data,8021,Time significance,= 2 Time averaged,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Wind data,4025,Time period or displacement,= -10 minutes,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Wind data,11001,Wind direction,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Wind data,11002,Wind speed,,,,Operational,,
