"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
4555.00,"12","Single level report sequences (satellite data)","312033","(Antenna polarization, brightness temperature)",,"012065","Standard deviation brightness temperature","Standard deviation brightness temperature",,"Operational"
4556.00,"12","Single level report sequences (satellite data)","312041","(Altitude)",,"201141","Change data width","Change width to 28 bits",,"Operational"
4557.00,"12","Single level report sequences (satellite data)","312041","(Altitude)",,"202130","Change scale","Change scale to 2",,"Operational"
4558.00,"12","Single level report sequences (satellite data)","312041","(Altitude)",,"007001","Height of station","Altitude",,"Operational"
4559.00,"12","Single level report sequences (satellite data)","312041","(Altitude)",,"201000","Change data width","Change width back to Table B",,"Operational"
4560.00,"12","Single level report sequences (satellite data)","312041","(Altitude)",,"202000","Change scale","Change scale back to Table B",,"Operational"
4561.00,"12","Single level report sequences (satellite data)","312042","(Altitude corrections)",,"021077","Altitude correction (ionosphere)","Altitude correction, ionosphere",,"Operational"
4562.00,"12","Single level report sequences (satellite data)","312042","(Altitude corrections)",,"021078","Altitude correction (dry troposphere)","Altitude correction, dry troposphere",,"Operational"
4563.00,"12","Single level report sequences (satellite data)","312042","(Altitude corrections)",,"021079","Altitude correction (wet troposphere)","Altitude correction, wet troposphere",,"Operational"
4564.00,"12","Single level report sequences (satellite data)","312042","(Altitude corrections)",,"021080","Altitude correction (calibration constant)","Altitude correction, calibration constant",,"Operational"
4565.00,"12","Single level report sequences (satellite data)","312042","(Altitude corrections)",,"021081","Open loop correction (height-time loop)","Open loop height-time loop calibration correction",,"Operational"
4566.00,"12","Single level report sequences (satellite data)","312042","(Altitude corrections)",,"021082","Open loop correction (auto gain control)","Open loop automatic gain control calibration correction",,"Operational"
4567.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
4568.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"002019","Satellite instruments","Satellite instruments",,"Operational"
4569.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"001096","Station acquisition","Station acquisition",,"Operational"
4570.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"025061","Software identification and version number","Software identification and version number",,"Operational"
4571.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"005040","Orbit number","Orbit number",,"Operational"
4572.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"301011","Year, month, day","Date",,"Operational"
4573.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"301013","Hour, minute, second","Time",,"Operational"
4574.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"301021","Latitude/longitude (high accuracy)","Latitude/longitude",,"Operational"
4575.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"007002","Height or altitude","Height or altitude",,"Operational"
4576.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012180","Averaged 12 micron BT for all clear pixels at nadir","Average 12 micron BT for all clear pixels at nadir",,"Operational"
4577.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012181","Averaged 11 micron BT for all clear pixels at nadir","Average 11 micron BT for all clear pixels at nadir",,"Operational"
4578.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012182","Averaged 3.7 micron BT for all clear pixels at nadir","Average 3.7 micron BT for all clear pixels at nadir",,"Operational"
4579.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012183","Averaged 12 micron BT for all clear pixels, forward view","Average 12 micron BT for all clear pixels, forward view",,"Operational"
4580.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012184","Averaged 11 micron BT for all clear pixels, forward view","Average 11 micron BT for all clear pixels, forward view",,"Operational"
4581.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012185","Averaged 3.7 micron BT for all clear pixels, forward view","Average 3.7 micron BT for all clear pixels, forward view",,"Operational"
4582.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"002174","Mean across track pixel number","Mean across-track pixel number",,"Operational"
4583.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"021086","Number of pixels in nadir only, average","Number of pixels in nadir only, average",,"Operational"
4584.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012186","Mean nadir sea-surface temperature","Mean nadir sea-surface temperature",,"Operational"
4585.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"021087","Number of pixels in dual view, average","Number of pixels in dual view, average",,"Operational"
4586.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"012187","Mean dual view sea-surface temperature","Mean dual view sea-surface temperature",,"Operational"
4587.00,"12","Single level report sequences (satellite data)","312045","(AATSR sea surface temperatures)",,"033043","AST confidence","ATS confidence",,"Operational"
4588.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
4589.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"002019","Satellite instruments","Instrument type",,"Operational"
4590.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"001096","Station acquisition","Station acquisition",,"Operational"
4591.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"025061","Software identification and version number","Software identification",,"Operational"
4592.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"005040","Orbit number","Orbit number",,"Operational"
4593.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"301011","Year, month, day","Date",,"Operational"
4594.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"301013","Hour, minute, second","Time",,"Operational"
4595.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"301021","Latitude/longitude (high accuracy)","Latitude/longitude",,"Operational"
4596.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"007025","Solar zenith angle","Solar zenith angle",,"Operational"
4597.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"005022","Solar azimuth","Solar azimuth",,"Operational"
4598.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"010080","Viewing zenith angle","Viewing zenith angle",,"Operational"
4599.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"027080","Viewing azimuth angle","Viewing azimuth angle",,"Operational"
4600.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"008003","Vertical significance (satellite observations)","Vertical significance",,"Operational"
4601.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"007004","Pressure","Pressure",,"Operational"
4602.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"013093","Cloud optical thickness","Cloud optical thickness",,"Operational"
4603.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"008003","Vertical significance (satellite observations)","Vertical significance",,"Operational"
4604.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"201131","Change data width","Change data width",,"Operational"
4605.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"202129","Change scale","Change scale",,"Operational"
4606.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"007004","Pressure","Pressure",,"Operational"
4607.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"007004","Pressure","Pressure",,"Operational"
4608.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"202000","Change scale","Cancel operator",,"Operational"
4609.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"201000","Change data width","Cancel operator",,"Operational"
4610.00,"12","Single level report sequences (satellite data)","312050","(MERIS instrument reporting)",,"013095","Total column water vapour","Total column water vapour",,"Operational"
4611.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
4612.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"002019","Satellite instruments","Satellite instrument type",,"Operational"
4613.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"001096","Station acquisition","Station acquisition",,"Operational"
4614.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025061","Software identification and version number","Software identification",,"Operational"
4615.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"005040","Orbit number","Orbit number",,"Operational"
4616.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"008075","Ascending/descending orbit qualifier","Ascending/descending orbit qualifier",,"Operational"
4617.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"301011","Year, month, day","Date",,"Operational"
4618.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"301013","Hour, minute, second","Time",,"Operational"
4619.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"301021","Latitude/longitude (high accuracy)","Latitude/longitude",,"Operational"
4620.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"001012","Direction of motion of moving observing platform","Direction of motion of moving observing platform",,"Operational"
4621.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"201131","Change data width","Change data width",,"Operational"
4622.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"001013","Speed of motion of moving observing platform","Speed of motion of moving observing platform",,"Operational"
4623.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"201000","Change data width","Cancel operator",,"Operational"
4624.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"010032","Satellite distance to Earth's centre","Satellite distance to Earth centre",,"Operational"
4625.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"010033","Altitude (platform to ellipsoid)","Altitude (platform to ellipsoid)",,"Operational"
4626.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"010034","Earth's radius","Earth radius",,"Operational"
4627.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"007002","Height or altitude","Height",,"Operational"
4628.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"008012","Land/sea qualifier","Land/sea qualifier",,"Operational"
4629.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025110","Image processing summary","Image processing summary",,"Operational"
4630.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025111","Number of input data gaps","Number of input data gaps",,"Operational"
4631.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025102","Number of missing lines excluding data gaps","Number of missing lines excluding data gaps",,"Operational"
4632.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"002104","Antenna polarization","Antenna polarization",,"Operational"
4633.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025103","Number of directional bins","Number of directional bins",,"Operational"
4634.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025104","Number of wavelength bins","Number of wavelength bins",,"Operational"
4635.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025105","First directional bin","First directional bin",,"Operational"
4636.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025106","Directional bin step","Directional bin step",,"Operational"
4637.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025107","First wavelength bin","First wavelength bin",,"Operational"
4638.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025108","Last wavelength bin","Last wavelength bin",,"Operational"
4639.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"002111","Radar incidence angle","Radar incidence angle",,"Operational"
4640.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"002121","Mean frequency","Mean frequency",,"Operational"
4641.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"002026","Cross-track resolution","Cross-track resolution",,"Operational"
4642.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"002027","Along-track resolution","Along-track resolution",,"Operational"
4643.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021130","Spectrum total energy","Spectrum total energy",,"Operational"
4644.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021131","Spectrum max energy","Spectrum maximum energy",,"Operational"
4645.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021132","Direction of spectrum max on higher resolution grid","Direction of spectrum max on higher resolution grid",,"Operational"
4646.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021133","Wavelength of spectrum max on higher resolution grid","Wavelength of spectrum max on higher resolution grid",,"Operational"
4647.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021064","Clutter noise estimate","Clutter noise estimate",,"Operational"
4648.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"025014","Azimuth clutter cut-off","Azimuth clutter cut-off",,"Operational"
4649.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021134","Range resolution of cress covariance spectrum","Range resolution of cross covariance spectrum",,"Operational"
4650.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"107018","Replicate 7 descriptors 18 times","Replicate next 7 descriptors 18 times",,"Operational"
4651.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"005030","Direction (spectral)","Direction (spectral)",,"Operational"
4652.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"105024","Replicate 5 descriptors 24 times","Replicate 5 descriptors 24 times",,"Operational"
4653.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"201130","Change data width","Change data width",,"Operational"
4654.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"006030","Wave number (spectral)","Wave number (spectral)",,"Operational"
4655.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"201000","Change data width","Cancel operator",,"Operational"
4656.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021135","Real part of cross spectra polar grid number of bins","Real part of cross spectra",,"Operational"
4657.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"021136","Imaginary part of cross spectra polar grid number of bins","Imaginary part of cross spectra",,"Operational"
4658.00,"12","Single level report sequences (satellite data)","312051","(Ocean cross spectra - WVS)",,"033044","ASAR quality information","ASAR quality",,"Operational"
4659.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
4660.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002019","Satellite instruments","Satellite instrument type",,"Operational"
4661.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"001096","Station acquisition","Station acquisition",,"Operational"
4662.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025061","Software identification and version number","Software identification",,"Operational"
4663.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"005040","Orbit number","Orbit number",,"Operational"
4664.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025120","RA2-L2-processing flag","RA2 L2 processing flag",,"Operational"
4665.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025121","RA2-L2-processing quality","RA2 L2 processing quality",,"Operational"
4666.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025124","MWR-L2-processing flag","MWR L2 processing flag",,"Operational"
4667.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025125","MWR-L2-processing quality","MWR L2 processing quality",,"Operational"
4668.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025122","Hardware configuration for RF","Hardware configuration for RF",,"Operational"
4669.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025123","Hardware configuration for HPA","Hardware configuration for HPA",,"Operational"
4670.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"301011","Year, month, day","Date",,"Operational"
4671.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"301013","Hour, minute, second","Time",,"Operational"
4672.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"301021","Latitude/longitude (high accuracy)","Latitude/longitude",,"Operational"
4673.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"007002","Height or altitude","Height or altitude",,"Operational"
4674.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002119","Instrument operations","Instrument operations",,"Operational"
4675.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"033047","Measurement confidence data","Measurement confidence data",,"Operational"
4676.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010081","Altitude of COG above reference ellipsoid","Altitude of COG above reference ellipsoid",,"Operational"
4677.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010082","Instantaneous altitude rate","Instantaneous altitude rate",,"Operational"
4678.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010083","Squared off nadir angle of the satellite from platform data","Off nadir angle of the satellite from platform data",,"Operational"
4679.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010084","Squared off nadir angle of the satellite from waveform data","Off nadir angle of the satellite from waveform data",,"Operational"
4680.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002116","Percentage of 320 MHz band processed","Percentage of 320 MHz band processed",,"Operational"
4681.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002117","Percentage of 80 MHz band processed","Percentage of 80 MHz band processed",,"Operational"
4682.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002118","Percentage of 20 MHz band processed","Percentage of 20 MHz band processed",,"Operational"
4683.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002156","Percentage of valid Ku ocean retracker measurements","Percentage of valid Ku ocean retracker measurements",,"Operational"
4684.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002157","Percentage of valid S ocean retracker measurements","Percentage of valid S ocean retracker measurements",,"Operational"
4685.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"014055","Solar activity index","Solar activity index",,"Operational"
4686.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022150","Number of 18 Hz valid points for Ku band","Number of 18 Hz valid points for Ku band",,"Operational"
4687.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022151","Ku band ocean range","Ku band ocean range",,"Operational"
4688.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022152","STD of 18 Hz Ku band ocean range","STD of 18 Hz Ku band ocean range",,"Operational"
4689.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022153","Number of 18 Hz valid points for S band","Number of 18 Hz valid points for S band",,"Operational"
4690.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022154","S band ocean range","S band ocean range",,"Operational"
4691.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022155","STD of 18 Hz S band ocean range","STD of 18 Hz S band ocean range",,"Operational"
4692.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022156","Ku band significant wave height","Ku band significant wave height",,"Operational"
4693.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022157","STD of 18 Hz Ku band ocean range","STD of 18 Hz Ku band significant wave height",,"Operational"
4694.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022158","S band significant wave height","S band significant wave height",,"Operational"
4695.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"022159","STD of 18 Hz S band significant wave height","STD 18 Hz S band significant wave height",,"Operational"
4696.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021137","Ku band corrected ocean backscatter coefficient","Ku band corrected ocean backscatter coefficient",,"Operational"
4697.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021138","STD Ku band corrected ocean backscatter coefficient","STD Ku band corrected ocean backscatter coefficient",,"Operational"
4698.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021139","Ku band net instrumental correction for AGC","Ku band net instrumental correction for AGC",,"Operational"
4699.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021140","S band corrected ocean backscatter coefficient","S band corrected ocean backscatter coefficient",,"Operational"
4700.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021141","STD S band corrected ocean backscatter coefficient","STD S band corrected ocean backscatter coefficient",,"Operational"
4701.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021142","S band net instrumental correction for AGC","S band net instrumental correction for AGC",,"Operational"
4702.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010085","Mean sea surface height","Mean sea-surface height",,"Operational"
4703.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010086","Geoid's height","Geoid height",,"Operational"
4704.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010087","Ocean depth/land elevation","Ocean depth/land elevation",,"Operational"
4705.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010088","Total geocentric ocean tide height (solution 1)","Total geocentric ocean tide height solution 1",,"Operational"
4706.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010089","Total geocentric ocean tide height (solution 2)","Total geocentric ocean tide height solution 2",,"Operational"
4707.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010090","Long period tide height","Long period tide height",,"Operational"
4708.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010091","Tidal loading height","Tidal loading height",,"Operational"
4709.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010092","Solid Earth tide height","Solid earth tide height",,"Operational"
4710.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"010093","Geocentric pole tide height","Geocentric pole tide height",,"Operational"
4711.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"011002","Wind speed","Wind speed",,"Operational"
4712.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025126","Model dry tropospheric correction","Model dry tropospheric correction",,"Operational"
4713.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025127","Inverted barometer correction","Inverted barometer correction",,"Operational"
4714.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025128","Model wet tropospheric correction","Model wet tropospheric correction",,"Operational"
4715.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025129","MWR derived wet tropospheric correction","MWR derived wet tropospheric correction",,"Operational"
4716.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025130","RA2 ionospheric correction on Ku band","RA2 ionospheric correction on Ku band",,"Operational"
4717.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025131","Ionospheric correction from Doris on Ku band","Ionospheric correction from Doris on Ku band",,"Operational"
4718.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025132","Ionospheric correction from model on Ku band","Ionospheric correction from model on Ku band",,"Operational"
4719.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025133","Sea state bias correction on Ku band","Sea state bias correction on Ku band",,"Operational"
4720.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025134","RA2 ionospheric correction on S band","RA2 ionospheric correction on S band",,"Operational"
4721.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025135","Ionospheric correction from Doris on S band","Ionospheric correction from Doris on S band",,"Operational"
4722.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025136","Ionospheric correction from model on S band","Ionospheric correction from model on S band",,"Operational"
4723.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"025137","Sea state bias correction on S band","Sea state bias correction on S band",,"Operational"
4724.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"013096","MWR water vapour content","MWR water vapour content",,"Operational"
4725.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"013097","MWR liquid water content","MWR liquid water content",,"Operational"
4726.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"011095","u-component of the model wind vector","u component of model wind vector",,"Operational"
4727.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"011096","v-component of the model wind vector","v component of model wind vector",,"Operational"
4728.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"012188","Interpolated 23.8 GHz brightness T from MWR","Interpolated 23.8 GHz brightness temperature from MWR",,"Operational"
4729.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"012189","Interpolated 36.5 GHz brightness T from MWR","Interpolated 36.5 GHz brightness temperature from MWR",,"Operational"
4730.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002158","RA-2 instruments","RA2 instrument",,"Operational"
4731.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"002159","MWR instruments","MWR instrument",,"Operational"
4732.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"033052","S-band ocean retracking quality","S band ocean retracking quality",,"Operational"
4733.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"033053","Ku band ocean retracking quality","Ku band ocean retracking quality",,"Operational"
4734.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021143","Ku band rain attenuation","Ku band rain attenuation",,"Operational"
4735.00,"12","Single level report sequences (satellite data)","312052","(RA2 - radar altimeter-2)",,"021144","Altimeter rain flag","Altimeter rain flag",,"Operational"
4736.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
4737.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"002019","Satellite instruments","Satellite instrument type",,"Operational"
4738.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"001096","Station acquisition","Station acquisition",,"Operational"
4739.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025061","Software identification and version number","Software identification and version number",,"Operational"
4740.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"005040","Orbit number","Orbit number",,"Operational"
4741.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"008075","Ascending/descending orbit qualifier","Ascending/descending orbit qualifier",,"Operational"
