"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
2993.00,"09","Vertical sounding sequences (conventional data)","D09047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"D07042","Total ozone measurement from a Brewer ground-based spectrophotometer obtained from averaged observations","Description of the ground-based part",,"Operational"
2994.00,"09","Vertical sounding sequences (conventional data)","D09047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"D01075","Sounding identification","Identification of the ozone sounding part",,"Operational"
2995.00,"09","Vertical sounding sequences (conventional data)","D09047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"D01076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
2996.00,"09","Vertical sounding sequences (conventional data)","D09047","(Ozone sounding coupled to measurements from a Brewer ground-based spectrophotometer; the total ozone obtained from the Brewer is an averaged value)",,"D09031","Ozone sonde flight data","Ozone flight data",,"Operational"
2997.00,"09","Vertical sounding sequences (conventional data)","D09048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"D07043","Total ozone measurement from a Dobson ground-based spectrophotometer obtained from a single observation","Description of the ground-based part",,"Operational"
2998.00,"09","Vertical sounding sequences (conventional data)","D09048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"D01075","Sounding identification","Identification of the ozone sounding part",,"Operational"
2999.00,"09","Vertical sounding sequences (conventional data)","D09048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"D01076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
3000.00,"09","Vertical sounding sequences (conventional data)","D09048","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is a single value)",,"D09031","Ozone sonde flight data","Ozone flight data",,"Operational"
3001.00,"09","Vertical sounding sequences (conventional data)","D09049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"D07044","Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations","Description of the ground-based part",,"Operational"
3002.00,"09","Vertical sounding sequences (conventional data)","D09049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"D01075","Sounding identification","Identification of the ozone sounding part",,"Operational"
3003.00,"09","Vertical sounding sequences (conventional data)","D09049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"D01076","Ozone sounding instrumentation","Instrumentation of sounding",,"Operational"
3004.00,"09","Vertical sounding sequences (conventional data)","D09049","(Ozone sounding coupled to measurements from a Dobson ground-based spectrophotometer; the total ozone obtained from the Dobson is an averaged value)",,"D09031","Ozone sonde flight data","Ozone flight data",,"Operational"
3103.00,"09","Vertical sounding sequences (conventional data)","D09060","(Radiosonde complete registration and surface observation)",,"D01123","Radiosonde full header information","Radiosonde full header information",,"Operational"
3104.00,"09","Vertical sounding sequences (conventional data)","D09060","(Radiosonde complete registration and surface observation)",,"D01121","Radiosonde launch point location","Radiosonde launch point location",,"Operational"
3105.00,"09","Vertical sounding sequences (conventional data)","D09060","(Radiosonde complete registration and surface observation)",,"D02050","Radiosonde surface observation","Radiosonde surface observation",,"Operational"
3106.00,"09","Vertical sounding sequences (conventional data)","D09060","(Radiosonde complete registration and surface observation)",,"D03040","Radiosonde duration of flight and termination information","Radiosonde duration of flight and termination information",,"Operational"
3129.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"D01120","Radiosonde abbreviated header and launch information","Radiosonde abbreviated header and launch information",,"Operational"
3130.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B08041","Data significance","Data significance (6 = flight level observation)",,"Operational"
3131.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"D01122","Date/time (to hundredths of second)","Date/time (to hundredths of second)",,"Operational"
3132.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B05001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
3133.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for latitude)",,"Operational"
3134.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for latitude)",,"Operational"
3135.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B06001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
3136.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for longitude)",,"Operational"
3137.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for longitude)",,"Operational"
3138.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B07007","Height","Height",,"Operational"
3139.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for height)",,"Operational"
3140.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for height)",,"Operational"
3141.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B11003","u-component","u-component",,"Operational"
3142.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for u-component)",,"Operational"
3143.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for u-component)",,"Operational"
3144.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B11004","v-component","v-component",,"Operational"
3145.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for v-component)",,"Operational"
3146.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for v-component)",,"Operational"
3147.00,"09","Vertical sounding sequences (conventional data)","D09062","(Raw GPS unsmoothed wind)",,"B33007","Per cent confidence","Per cent confidence (for raw GPS unsmoothed wind)",,"Operational"
3148.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"D01120","Radiosonde abbreviated header and launch information","Radiosonde abbreviated header and launch information",,"Operational"
3149.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B08041","Data significance","Data significance (6 = flight level observation)",,"Operational"
3150.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"D01122","Date/time (to hundredths of second)","Date/time (to hundredths of second) sequence",,"Operational"
3151.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B05001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
3152.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for latitude)",,"Operational"
3153.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for latitude)",,"Operational"
3154.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B06001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
3155.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for longitude)",,"Operational"
3156.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for longitude)",,"Operational"
3157.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B07007","Height","Height",,"Operational"
3158.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for height)",,"Operational"
3159.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for height)",,"Operational"
3160.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B11003","u-component","u-component",,"Operational"
3161.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for u-component)",,"Operational"
3162.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for u-component)",,"Operational"
3163.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B11004","v-component","v-component",,"Operational"
3164.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for v-component)",,"Operational"
3165.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33015","Data quality check indicator","Data quality-check indicator (for v-component)",,"Operational"
3166.00,"09","Vertical sounding sequences (conventional data)","D09063","(Raw GPS smoothed wind)",,"B33007","Per cent confidence","Per cent confidence (for raw GPS smoothed wind)",,"Operational"
3194.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"D01120","Radiosonde abbreviated header and launch information","Radiosonde abbreviated header and launch information",,"Operational"
3195.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B08041","Data significance","Data significance (6 = flight level observation)",,"Operational"
3196.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"D01122","Date/time (to hundredths of second)","Date/time (to hundredths of second)",,"Operational"
3197.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B05001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
3198.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for latitude)",,"Operational"
3199.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33015","Data quality check indicator","Data quality-check indicator (for latitude)",,"Operational"
3200.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B06001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
3201.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for longitude)",,"Operational"
3202.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33015","Data quality check indicator","Data quality-check indicator (for longitude)",,"Operational"
3203.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B07007","Height","Height",,"Operational"
3204.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for height)",,"Operational"
3205.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33015","Data quality check indicator","Data quality-check indicator (for height)",,"Operational"
3206.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B11003","u-component","u-component",,"Operational"
3207.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for u-component)",,"Operational"
3208.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33015","Data quality check indicator","Data quality-check indicator (for u-component)",,"Operational"
3209.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B11004","v-component","v-component",,"Operational"
3210.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33035","Manual/automatic quality control","Manual/automatic quality control (for v-component)",,"Operational"
3211.00,"09","Vertical sounding sequences (conventional data)","D09065","(Processed GPS)",,"B33015","Data quality check indicator","Data quality-check indicator (for v-component)",,"Operational"
3296.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"D01001","WMO block and station numbers",,,"Operational"
3297.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"B02014","Tracking technique/status of system used",,,"Operational"
3298.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"B02003","Type of measuring equipment used",,,"Operational"
3299.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"D01113","Date/time of launch",,,"Operational"
3300.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"D01114","Horizontal and vertical coordinates of launch site",,,"Operational"
3301.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"D01023","Latitude/longitude (coarse accuracy)",,,"Operational"
3302.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"B07030","Height of station ground above mean sea level",,,"Operational"
3303.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"B07007","Height",,,"Operational"
3304.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"R03000","Delayed replication of 3 descriptors",,,"Operational"
3305.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"B07009","Geopotential height",,,"Operational"
3306.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"B11001","Wind direction",,,"Operational"
3307.00,"09","Vertical sounding sequences (conventional data)","D09071","(Sequence for representation of PILOT in the area of ASECNA)",,"B11002","Wind speed",,,"Operational"
4220.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"D01051","Flight number, navigational system, date/time, location, phase of flight","ASDAR aircraft flight number, navigational system, date/time, position, phase of aircraft flight",,"Operational"
4221.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B07002","Height or altitude","Altitude",,"Operational"
4222.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B12001","Temperature/air temperature","Temperature",,"Operational"
4223.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B11001","Wind direction","Wind direction",,"Operational"
4224.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B11002","Wind speed","Wind speed",,"Operational"
4225.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B11031","Degree of turbulence","Degree of turbulence",,"Operational"
4226.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B11032","Height of base of turbulence","Height of base of turbulence",,"Operational"
4227.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B11033","Height of top of turbulence","Height of top of turbulence",,"Operational"
4228.00,"11","Single level report sequences (conventional data)","D11001","(Aircraft reports)",,"B20041","Airframe icing","Airframe icing",,"Operational"
4229.00,"11","Single level report sequences (conventional data)","D11002","(ACARS reports)",,"D01065","ACARS identification","ACARS identification",,"Operational"
4230.00,"11","Single level report sequences (conventional data)","D11002","(ACARS reports)",,"D01066","ACARS location","ACARS location",,"Operational"
4231.00,"11","Single level report sequences (conventional data)","D11002","(ACARS reports)",,"D11003","ACARS standard reported variables","ACARS standard reported variables",,"Operational"
4232.00,"11","Single level report sequences (conventional data)","D11002","(ACARS reports)",,"D11004","ACARS supplementary reported variables","ACARS supplementary reported variables",,"Operational"
4233.00,"11","Single level report sequences (conventional data)","D11003","(ACARS standard reported variables)",,"B10070","Indicated aircraft altitude","Indicated aircraft altitude",,"Operational"
4234.00,"11","Single level report sequences (conventional data)","D11003","(ACARS standard reported variables)",,"B11001","Wind direction","Wind direction",,"Operational"
4235.00,"11","Single level report sequences (conventional data)","D11003","(ACARS standard reported variables)",,"B11002","Wind speed","Wind speed",,"Operational"
4236.00,"11","Single level report sequences (conventional data)","D11003","(ACARS standard reported variables)",,"B12001","Temperature/air temperature","Temperature/air temperature",,"Operational"
4237.00,"11","Single level report sequences (conventional data)","D11003","(ACARS standard reported variables)",,"B13002","Mixing ratio","Mixing ratio",,"Operational"
4256.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4257.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"B11034","Vertical gust velocity","Vertical gust velocity",,"Operational"
4258.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4259.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"B11035","Vertical gust acceleration","Vertical gust acceleration",,"Operational"
4260.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4261.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"B11075","Mean turbulence intensity (eddy dissipation rate)","Mean turbulence intensity (eddy dissipation rate)",,"Operational"
4262.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4263.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"B11076","Peak turbulence intensity (eddy dissipation rate)","Peak turbulence intensity (eddy dissipation rate)",,"Operational"
4264.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4265.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"B33025","ACARS interpolated values indicator","ACARS interpolated values indicator",,"Operational"
4266.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4267.00,"11","Single level report sequences (conventional data)","D11004","(ACARS supplementary reported variables)",,"B33026","Moisture quality","Moisture quality",,"Operational"
4268.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B01008","Aircraft registration number or other identification","Aircraft identification",,"Operational"
4269.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B01023","Observation sequence number","Sequence number",,"Operational"
4270.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"D01021","Latitude/longitude (high accuracy)","Latitude and longitude",,"Operational"
4271.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"D01011","Year, month, day","Year, month, day",,"Operational"
4272.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"D01013","Hour, minute, second","Hour, minute, second",,"Operational"
4273.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B07010","Flight level","Flight level",,"Operational"
4274.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B08009","Detailed phase of flight","Detailed phase of flight",,"Operational"
4275.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B11001","Wind direction","Wind direction",,"Operational"
4276.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B11002","Wind speed","Wind speed",,"Operational"
4277.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B11031","Degree of turbulence","Degree of turbulence",,"Operational"
4278.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B11036","Maximum derived equivalent vertical gust speed","Derived equivalent vertical gust speed",,"Operational"
4279.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B12101","Temperature/air temperature","Temperature/air temperature",,"Operational"
4280.00,"11","Single level report sequences (conventional data)","D11005","(Standard AMDAR reports)",,"B33025","ACARS interpolated values indicator","ACARS interpolated values indicator",,"Operational"
4281.00,"11","Single level report sequences (conventional data)","D11006","(AMDAR data or aircraft data for one level without latitude/longitude)",,"B07010","Flight level","Flight level",,"Operational"
4282.00,"11","Single level report sequences (conventional data)","D11006","(AMDAR data or aircraft data for one level without latitude/longitude)",,"B11001","Wind direction","Wind direction",,"Operational"
4283.00,"11","Single level report sequences (conventional data)","D11006","(AMDAR data or aircraft data for one level without latitude/longitude)",,"B11002","Wind speed","Wind speed",,"Operational"
4284.00,"11","Single level report sequences (conventional data)","D11006","(AMDAR data or aircraft data for one level without latitude/longitude)",,"B02064","Aircraft roll angle quality","Aircraft roll angle quality",,"Operational"
4285.00,"11","Single level report sequences (conventional data)","D11006","(AMDAR data or aircraft data for one level without latitude/longitude)",,"B12101","Temperature/air temperature","Temperature/air temperature",,"Operational"
4286.00,"11","Single level report sequences (conventional data)","D11006","(AMDAR data or aircraft data for one level without latitude/longitude)",,"B12103","Dewpoint temperature","Dew-point temperature",,"Operational"
4287.00,"11","Single level report sequences (conventional data)","D11007","(Aircraft data for one level with latitude/longitude indicated)",,"B07010","Flight level","Flight level",,"Operational"
4288.00,"11","Single level report sequences (conventional data)","D11007","(Aircraft data for one level with latitude/longitude indicated)",,"D01021","Latitude/longitude (high accuracy)","Latitude, longitude",,"Operational"
4289.00,"11","Single level report sequences (conventional data)","D11007","(Aircraft data for one level with latitude/longitude indicated)",,"B11001","Wind direction","Wind direction",,"Operational"
4290.00,"11","Single level report sequences (conventional data)","D11007","(Aircraft data for one level with latitude/longitude indicated)",,"B11002","Wind speed","Wind speed",,"Operational"
4291.00,"11","Single level report sequences (conventional data)","D11007","(Aircraft data for one level with latitude/longitude indicated)",,"B02064","Aircraft roll angle quality","Aircraft roll angle quality",,"Operational"
4292.00,"11","Single level report sequences (conventional data)","D11007","(Aircraft data for one level with latitude/longitude indicated)",,"B12101","Temperature/air temperature","Temperature/air temperature",,"Operational"
4293.00,"11","Single level report sequences (conventional data)","D11007","(Aircraft data for one level with latitude/longitude indicated)",,"B12103","Dewpoint temperature","Dew-point temperature",,"Operational"
4302.00,"11","Single level report sequences (conventional data)","D11008","(Aircraft ascent/descent profile without latitude/longitude indicated at each level)",,"B01008","Aircraft registration number or other identification","Aircraft identification",,"Operational"
4303.00,"11","Single level report sequences (conventional data)","D11008","(Aircraft ascent/descent profile without latitude/longitude indicated at each level)",,"D01011","Year, month, day","Year, month, day",,"Operational"
4304.00,"11","Single level report sequences (conventional data)","D11008","(Aircraft ascent/descent profile without latitude/longitude indicated at each level)",,"D01013","Hour, minute, second","Hour, minute, second",,"Operational"
4305.00,"11","Single level report sequences (conventional data)","D11008","(Aircraft ascent/descent profile without latitude/longitude indicated at each level)",,"D01021","Latitude/longitude (high accuracy)","Latitude, longitude",,"Operational"
4306.00,"11","Single level report sequences (conventional data)","D11008","(Aircraft ascent/descent profile without latitude/longitude indicated at each level)",,"B08004","Phase of aircraft flight","Phase of flight",,"Operational"
4307.00,"11","Single level report sequences (conventional data)","D11008","(Aircraft ascent/descent profile without latitude/longitude indicated at each level)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4308.00,"11","Single level report sequences (conventional data)","D11008","(Aircraft ascent/descent profile without latitude/longitude indicated at each level)",,"D11006","AMDAR data or aircraft data for one level without latitude/longitude","Aircraft data for one level without latitude/longitude",,"Operational"
4317.00,"11","Single level report sequences (conventional data)","D11009","(Aircraft ascent/descent profile with latitude/longitude given for each level)",,"B01008","Aircraft registration number or other identification","Aircraft identification",,"Operational"
4318.00,"11","Single level report sequences (conventional data)","D11009","(Aircraft ascent/descent profile with latitude/longitude given for each level)",,"D01011","Year, month, day","Year, month, day",,"Operational"
4319.00,"11","Single level report sequences (conventional data)","D11009","(Aircraft ascent/descent profile with latitude/longitude given for each level)",,"D01013","Hour, minute, second","Hour, minute, second",,"Operational"
4320.00,"11","Single level report sequences (conventional data)","D11009","(Aircraft ascent/descent profile with latitude/longitude given for each level)",,"D01021","Latitude/longitude (high accuracy)","Latitude, Longitude",,"Operational"
4321.00,"11","Single level report sequences (conventional data)","D11009","(Aircraft ascent/descent profile with latitude/longitude given for each level)",,"B08004","Phase of aircraft flight","Phase of flight",,"Operational"
4322.00,"11","Single level report sequences (conventional data)","D11009","(Aircraft ascent/descent profile with latitude/longitude given for each level)",,"R01000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
4323.00,"11","Single level report sequences (conventional data)","D11009","(Aircraft ascent/descent profile with latitude/longitude given for each level)",,"D11007","Aircraft data for one level with latitude/longitude indicated","Aircraft data for one level with latitude/longitude indicated",,"Operational"
5119.00,"15","Oceanographic report sequences","D15001","(Typically reported underwater sounding without optional fields)",,"B01011","Ship or mobile land station identifier","Ship's call sign",,"Operational"
5120.00,"15","Oceanographic report sequences","D15001","(Typically reported underwater sounding without optional fields)",,"D01011","Year, month, day","Date",,"Operational"
5121.00,"15","Oceanographic report sequences","D15001","(Typically reported underwater sounding without optional fields)",,"D01012","Hour, minute","Time",,"Operational"
5122.00,"15","Oceanographic report sequences","D15001","(Typically reported underwater sounding without optional fields)",,"D01023","Latitude/longitude (coarse accuracy)","Latitude and longitude (coarse accuracy)",,"Operational"
5123.00,"15","Oceanographic report sequences","D15001","(Typically reported underwater sounding without optional fields)",,"D06001","Depth, temperature","Depth, temperature",,"Operational"
5124.00,"15","Oceanographic report sequences","D15002","(Typically reported underwater sounding without optional fields)",,"B01011","Ship or mobile land station identifier","Ship's call sign",,"Operational"
5125.00,"15","Oceanographic report sequences","D15002","(Typically reported underwater sounding without optional fields)",,"D01011","Year, month, day","Date",,"Operational"
5126.00,"15","Oceanographic report sequences","D15002","(Typically reported underwater sounding without optional fields)",,"D01012","Hour, minute","Time",,"Operational"
5127.00,"15","Oceanographic report sequences","D15002","(Typically reported underwater sounding without optional fields)",,"D01023","Latitude/longitude (coarse accuracy)","Latitude and longitude (coarse accuracy)",,"Operational"
5128.00,"15","Oceanographic report sequences","D15002","(Typically reported underwater sounding without optional fields)",,"D06004","Depth, temperature, salinity","Depth, temperature, salinity",,"Operational"
5155.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01079","Unique identifier for the profile","Unique identifier for the profile",,"Operational"
5156.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01011","Ship or mobile land station identifier","Ship or mobile land station identifier",,"Operational"
5157.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01103","IMO Number. Unique Lloyd's register","IMO Number. Unique Lloyd's registry",,"Operational"
5158.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01087","WMO marine observing platform extended identifier","WMO Marine observing platform extended identifier","(see Note 1)","Operational"
5159.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01019","Long station or site name","Long station or site name",,"Operational"
5160.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01080","Ship line number according to SOOP","Ship line number according to SOOP",,"Operational"
